BG_ID	Date	Station	Total Phyto Reads	Actinocyclus	Actinoptychus	Adriamonas	Alexandrium	Amoebophrya_sp_Dinophysis	Amoebophrya_sp_Gymnodinium	Amoebophrya_sp_Karlodinium	Amoebophrya_sp_Prorocentrum	Amoebophrya_sp_Scrippsiella	Apedinella	Aplanochytrium	Archaeplastida	Asteromphalus	Aulacoseira	Aureococcus	Bacillariophyceae	Bathycoccus	Bicosoeca	Bicosoecida	Biddulphia	Bolidomonas	Brockmanniella	Cerataulina	Chaetoceros	Charophyta	Chlamydomonadales	Chlamydomonas	Chlorophyceae	Chlorophyta	Chloroplastida	Chromulinales	Chroomonas	Chrysocampanula	Chrysochromulina	Chrysophyceae	Coccolithales	Cocconeis	Coscinodiscus	Crustomastix	Cryptomonadales	Cryptomonas	Cryptophyceae	Cyclotella	Cylindrotheca	Cymbomonas	Desmodesmus	Dinoflagellata	Dinophysis	Ditylum	Duboscquella	Eucampia	Euduboscquella	eukaryote_marine_clone	Eunotogramma	Gonyaulacales	Gonyaulax	Guinardia	Gymnodinium_clade	Gyrodinium	Hafniomonas	Helicotheca	Hemiarma	Hemiselmis	Heterocapsa	Heterosigma	Isochrysidales	Karlodinium	Katablepharis	Lauderia	Lepidodinium	Leptocylindrus	Mallomonas	Mamiella	Mantoniella	Mediophyceae	Melosira	Micromonas	Monomastix	Mychonastes	Nannochloropsis	Navicula	Neoceratium	Nephroselmis	Nerada	Nitzschia	Noctiluca	Ochrophyta	Odontella	Ostreococcus	Oxyrrhis	Paramonas	Paraphysomonas	Pavlova	Pedinellales	Pedinomonas	Peridiniopsis	Phaeocystis	Plagioselmis	Pleurosigma	Protoperidinium	Prymnesiales	Prymnesiophyceae	Prymnesium	Pseudoisochrysis	Pseudonitzschia	Pseudopedinella	Pteridomonas	Pterosperma	Pyramimonas	Rhizosolenia	Rhodomonas	Skeletonema	Spermatozopsis	Spumella	Stramenopiles	Suessiaceae	Syndiniales	Synedra	Synura	Teleaulax	Telonema	Tetraselmis	Thalassiosira	Thoracosphaeraceae	Thraustochytriaceae	Thraustochytrium	Trebouxiophyceae	Triparma	Ulnaria	Ulvophyceae	Vorticellides	Zygnematophyceae	Stoeckeria	Peridiniales	Akashiwo	eukaryote_clone	Picochlorum	Minidiscus	Fragilariopsis	Scrippsiella	Prorocentrum	Amoebophyra	Amoebophyra_sp_Cochlodinium	Stephanodiscus	Thraustochytriidae	Entomoneis	Pedinophyceae	Symbodinium	Geminigera	prasinophyte	Paragymnodinium	Pediastrum	Gymnodinium	Discostella	Amoebophrya
SB256	1/10/2018	6	15694	0	0	0	0	53	0	0	0	8	2	10	0	0	5	0	101	313	0	0	0	96	0	0	52	567	0	37	0	13	6	0	137	0	64	0	0	0	2	0	661	0	115	33	8	0	0	1354	0	0	0	0	9	256	0	0	0	0	0	0	0	0	0	1102	0	0	0	404	53	0	0	0	0	0	0	0	0	38	0	0	0	0	2	0	0	0	0	238	0	2288	305	0	77	0	29	0	11	0	0	0	0	0	0	0	12	0	92	0	0	132	0	0	0	5	0	182	0	0	0	0	1130	10	0	264	0	0	0	28	0	0	0	0	0	0	0	0	0	179	105	0	0	7	891	0	0	0	11	44	0	3055	0	0	0	1098	0	0
SB257	1/10/2018	13	19954	2	0	0	22	191	2	0	6	120	43	7	0	0	8	0	4	708	0	0	0	49	0	0	31	124	0	0	0	2	25	0	13	0	129	0	0	0	0	0	503	0	159	1	0	5	0	3174	17	0	2	0	23	577	0	0	12	0	0	79	0	0	0	515	0	22	6	3274	176	0	0	0	0	2	25	7	0	200	0	0	0	2	19	15	0	0	3	166	0	1092	67	0	38	0	29	0	0	69	0	0	29	4	0	7	2	2	25	0	0	580	0	90	20	0	0	605	0	281	0	0	2569	907	0	716	0	0	0	78	0	0	0	0	0	0	0	0	0	58	243	0	0	81	823	4	0	0	0	33	0	146	8	0	0	878	0	0
SB258	1/10/2018	18	23656	14	0	0	37	17	0	55	35	16	27	14	0	0	2	0	14	723	0	0	3	59	17	0	24	61	0	0	0	18	5	0	3	0	83	0	0	0	0	0	543	0	244	0	3	1	0	3675	0	0	26	12	108	476	0	0	0	12	0	693	0	0	0	251	71	16	42	3219	196	0	0	0	0	0	9	24	0	384	0	0	0	56	199	11	0	0	5	265	15	491	0	0	15	0	15	0	2	210	0	0	20	57	7	19	0	2	3	0	0	393	0	253	83	0	0	780	0	1251	0	0	2034	474	0	516	0	150	0	101	0	0	0	0	0	0	0	878	0	18	1046	0	0	4	964	38	0	0	0	21	0	244	4	45	0	1734	1	0
SB259	1/10/2018	22	17418	17	0	0	109	0	0	92	56	16	63	2	0	0	0	0	6	467	0	0	2	93	0	0	55	99	0	0	0	0	0	0	0	0	88	0	0	0	26	0	284	0	144	0	0	0	0	2757	0	0	22	0	165	315	0	0	4	0	0	369	0	0	0	278	115	8	2	3109	286	34	0	12	0	1	4	0	0	239	0	0	0	59	575	21	0	0	0	145	0	254	0	0	0	0	34	0	0	61	0	0	0	14	0	57	0	4	0	0	0	294	0	133	73	0	0	514	0	703	0	0	1270	297	0	227	0	57	0	52	5	0	17	0	0	0	0	1061	0	46	290	0	0	71	577	0	0	0	2	0	0	270	11	2	0	883	0	0
SB260	1/10/2018	27	24888	0	2	0	7	120	0	238	0	73	16	2	0	0	0	0	44	464	0	0	0	21	0	0	11	890	0	0	12	65	15	0	0	0	124	0	1	0	0	8	826	0	141	7	0	0	0	2650	0	0	0	0	85	532	0	0	0	0	0	39	0	0	0	1095	143	0	11	4149	253	0	0	0	0	0	39	0	0	777	0	0	0	8	0	42	0	8	0	216	2	585	0	0	10	0	37	0	0	28	0	0	0	8	5	16	0	51	0	0	0	659	0	630	173	0	0	533	0	30	0	0	2496	270	0	715	0	44	0	326	0	0	0	0	0	0	0	0	0	44	319	0	0	61	2155	9	0	0	0	0	0	320	10	0	0	2218	0	0
SB261	1/10/2018	32	25728	0	16	0	0	45	0	82	0	391	0	29	0	0	0	0	68	691	2	0	0	96	0	0	39	589	0	0	0	31	70	0	0	0	56	0	0	0	0	0	991	0	290	0	2	0	20	2212	0	0	0	0	258	464	0	0	0	0	0	12	0	0	0	1587	19	0	0	4085	182	0	0	0	0	0	7	0	0	692	0	13	1053	19	0	5	0	2	0	355	0	950	193	0	36	0	29	0	0	0	0	0	0	10	0	1	0	1	0	0	0	192	0	161	0	0	0	475	0	0	0	0	3154	94	0	1016	0	10	0	284	0	0	0	0	0	0	0	0	0	875	778	0	0	67	507	0	0	0	0	0	0	355	0	0	0	2067	0	0
SB262	1/10/2018	36	5838	0	0	0	0	3	0	28	0	279	0	6	0	0	0	0	51	170	3	0	0	11	0	0	42	107	0	0	4	40	11	2	0	0	20	0	0	0	0	0	272	0	64	5	6	0	2	499	1	0	2	0	70	87	0	0	0	0	0	115	0	0	0	412	0	0	0	322	58	0	0	0	0	0	1	0	5	206	0	3	159	41	0	3	0	5	0	72	0	258	145	0	7	0	8	0	0	0	0	0	0	6	0	0	6	57	0	0	0	20	0	28	19	0	0	95	0	0	0	0	1026	9	0	373	0	0	0	136	0	0	0	0	0	0	0	0	0	82	191	0	0	26	77	0	0	0	5	0	0	24	0	0	0	53	0	0
SB263	1/10/2018	657	11768	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	17	0	0	1138	0	45	0	0	0	395	3	9	3	41	0	74	0	0	47	0	0	3	0	22	10	1537	0	25	0	0	0	435	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	252	0	0	0	8	99	0	0	0	37	0	0	0	130	0	86	6	0	10	0	0	287	0	0	1548	0	667	0	140	613	0	0	2	1146	0	65	0	0	0	0	0	0	0	0	0	0	0	0	195	5	18	62	35	37	2	8	159	85	34	0	6	0	0	6	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	2	0	1598	0	0	0	0	457	0	0	5	0	0	0
SB264	2/7/2018	6	14496	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	205	109	0	3	0	59	0	0	22	778	0	11	17	45	0	0	87	0	25	0	0	0	0	0	116	55	20	61	0	0	0	426	0	0	3	0	0	25	0	0	0	0	0	0	0	0	0	2110	0	0	0	76	20	0	0	0	2	0	0	0	0	10	23	0	0	0	6	0	3	0	0	327	0	2548	0	0	37	0	4	0	30	0	10	0	0	2	0	0	0	0	15	0	0	49	0	46	12	54	0	41	0	0	0	2	306	3	0	115	0	2	0	17	0	0	0	0	0	0	0	4	0	128	20	0	0	0	811	0	268	0	2738	0	0	2565	0	0	2	9	0	0
SB265	2/7/2018	13	21441	0	0	0	0	47	0	9	15	4	102	7	0	0	0	0	12	1388	0	0	2	25	0	0	18	206	0	0	2	0	1	0	54	0	120	0	0	0	0	0	932	0	193	729	2	0	0	1671	0	0	8	0	185	228	0	0	0	0	0	71	0	0	0	1326	13	3	3	1438	307	0	0	0	0	0	16	6	0	568	0	0	0	0	52	28	0	0	0	380	0	1681	0	0	22	0	21	0	0	62	0	0	18	9	6	10	0	0	10	0	0	397	0	162	0	0	0	418	0	516	0	0	2026	123	0	353	15	10	0	129	0	0	0	0	0	0	0	381	0	374	323	0	19	43	1643	0	0	0	4	17	0	1817	2	0	0	659	0	0
SB266	2/7/2018	18	31053	7	0	0	243	3	0	41	70	0	13	0	0	0	0	0	7	194	0	0	0	6	4	0	5	124	0	0	16	0	0	0	0	0	9	0	0	0	10	0	136	0	24	0	2	0	0	1933	12	0	25	0	19	62	0	0	0	21	0	76	0	0	0	159	0	12	18	454	42	0	0	0	0	0	13	2	0	95	0	0	0	0	1066	0	0	0	73	106	0	163	0	0	0	0	3	0	0	74	0	0	0	2	0	24	0	0	0	0	0	255	0	74	3	0	0	75	0	2481	0	0	425	91	0	75	0	6	0	29	0	0	6	0	0	0	0	21383	0	141	121	0	0	17	183	17	0	0	0	6	0	82	0	3	0	212	0	0
SB267	2/7/2018	22	21093	32	0	0	187	0	4	137	23	0	21	10	0	0	0	0	9	559	0	12	6	4	0	0	66	173	0	0	0	0	2	0	5	0	42	0	0	0	33	0	415	0	146	0	0	0	0	1957	7	0	46	0	394	250	0	5	0	37	0	243	0	0	0	397	149	33	4	2182	218	0	0	0	0	3	17	7	0	362	0	0	2	3	604	26	2	0	82	487	9	425	0	0	12	0	0	0	0	195	0	3	5	18	0	19	0	97	0	0	0	519	0	329	11	0	0	496	0	1301	0	0	1085	180	0	173	0	29	0	170	3	0	0	0	0	0	0	4021	0	188	559	0	0	49	440	5	0	0	0	0	0	370	8	35	0	936	0	0
SB268	2/7/2018	27	14116	0	0	0	0	12	0	204	11	5	5	0	0	0	0	0	22	179	0	0	5	11	0	0	0	443	0	0	0	3	6	0	0	0	21	0	2	0	7	0	327	0	94	0	0	0	0	3059	0	0	5	0	161	161	0	0	2	0	0	93	0	0	0	450	73	0	2	1315	209	0	0	0	0	2	2	2	0	248	0	0	3	0	0	27	0	0	0	94	0	306	0	0	4	0	14	0	0	17	0	0	0	4	2	9	0	0	0	0	0	310	0	164	1	0	0	670	0	9	0	0	1539	106	0	194	0	4	0	131	0	0	0	0	0	0	0	67	0	21	311	0	0	17	558	14	0	0	2	0	0	205	3	0	0	2169	0	0
SB269	2/7/2018	32	24638	0	0	0	0	27	0	280	1	483	19	13	0	0	0	0	20	589	0	0	0	35	0	0	0	487	0	0	5	6	38	0	0	0	105	0	2	0	0	0	882	0	291	0	0	0	0	3205	0	0	6	0	158	571	0	0	0	0	0	534	0	0	0	1875	27	0	0	1572	211	0	0	0	0	0	35	0	0	879	0	4	151	5	0	23	0	2	0	233	0	1208	96	0	10	0	77	0	0	6	0	0	8	8	12	28	0	0	0	0	0	283	0	214	41	0	0	902	0	0	0	0	3108	140	0	336	0	13	0	741	0	0	0	0	0	0	0	3	3	56	571	0	0	18	417	30	0	0	2	4	0	427	0	0	0	3102	0	0
SB270	2/7/2018	36	21113	0	2	0	0	42	0	217	21	1067	13	9	0	0	0	0	21	410	0	2	0	36	0	0	6	1071	0	0	11	9	67	0	0	0	153	0	0	0	0	0	582	0	224	0	0	0	0	1397	0	0	8	0	68	581	0	0	0	0	0	564	0	0	0	2091	0	0	0	699	147	0	0	0	0	0	25	0	0	466	0	60	450	12	0	26	0	0	0	263	0	971	242	0	4	0	74	0	0	4	0	0	0	17	27	30	21	3	0	0	0	286	0	128	264	0	0	1309	0	0	0	0	2248	80	0	283	0	19	0	956	0	0	0	0	0	0	0	0	0	110	570	0	0	9	535	22	0	0	0	7	0	432	0	0	0	1642	0	0
SB271	2/7/2018	657	12226	0	0	12	2	0	0	2	3	0	0	0	0	0	0	0	5	5	0	586	0	27	0	0	0	192	8	0	8	39	0	0	0	0	82	0	0	0	0	5	9	1705	0	102	0	0	0	2074	0	0	0	0	5	87	0	0	0	0	0	0	0	0	0	539	0	0	0	4	38	0	0	0	56	0	0	0	37	5	258	0	0	6	0	0	90	0	0	610	0	1964	0	22	104	0	0	5	1309	0	87	0	0	0	0	0	0	0	0	0	0	5	0	202	10	65	0	23	0	18	5	53	197	19	0	4	0	0	4	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	320	0	4	0	0	1198	0	0	0	1	0	0
SB272	2/23/2018	18	21202	0	0	0	511	0	1	231	195	24	40	15	0	0	0	0	39	399	0	0	0	4	13	7	112	88	0	0	0	0	12	0	0	0	94	0	0	0	53	0	251	0	54	78	1	0	0	3259	0	0	124	14	308	187	0	0	0	12	0	460	0	0	0	179	55	0	5	707	345	8	0	3	0	6	16	0	0	425	0	0	0	10	0	49	0	0	42	707	6	489	0	0	13	0	17	0	0	190	0	0	0	54	200	0	0	9	0	0	6	392	0	159	18	0	0	791	0	2394	0	0	744	470	0	127	0	48	0	78	0	0	0	0	0	0	0	3890	0	51	408	0	0	94	322	14	0	0	0	0	0	381	6	8	0	680	0	0
SB273	2/23/2018	22	26374	13	0	0	213	0	20	241	23	14	32	14	0	0	0	0	117	853	0	0	7	8	5	0	55	77	0	0	0	6	22	0	0	0	101	0	2	0	45	0	673	0	126	0	15	0	0	2550	0	10	60	0	326	468	0	0	0	6	0	143	0	0	0	455	0	0	3	1913	228	0	0	0	0	12	26	22	0	598	0	0	2	5	0	79	0	0	53	745	12	668	0	0	10	0	12	0	0	148	0	6	0	25	36	27	0	3	0	0	0	633	2	492	3	0	0	758	0	2100	0	0	1505	370	0	430	0	45	0	172	0	0	0	0	0	0	0	5468	0	107	842	0	0	42	937	17	0	0	0	0	0	489	28	0	0	601	0	0
SB274	2/23/2018	27	17700	0	2	0	0	16	0	72	23	8	5	3	0	0	0	0	93	405	0	0	3	32	0	0	13	65	0	0	0	1	15	0	0	0	87	0	0	0	3	0	1020	0	349	0	4	0	0	2821	0	2	30	0	228	397	0	0	0	0	0	147	0	0	0	1164	0	0	0	241	392	0	0	0	0	3	26	0	0	422	0	0	8	40	0	77	0	0	0	239	5	885	19	0	21	0	47	0	0	2	0	0	2	9	15	4	0	0	0	0	10	473	0	269	8	0	0	469	0	21	0	0	2136	204	0	1290	0	0	0	362	0	0	0	0	0	0	0	41	0	17	388	0	0	0	722	55	0	0	0	0	0	567	0	0	0	1203	0	0
SB275	2/23/2018	32	12686	0	3	0	0	9	0	1	14	34	10	28	0	0	0	0	36	200	0	0	0	12	0	0	80	299	0	0	0	222	25	0	0	0	29	0	0	0	0	0	608	0	163	0	32	0	0	1374	0	0	2	0	187	183	0	0	6	0	0	295	0	0	0	909	0	0	0	148	349	0	0	0	0	5	15	0	0	148	0	32	989	55	0	54	0	3	0	164	2	393	40	0	10	0	26	0	0	0	0	0	2	4	7	1	5	0	0	0	3	320	0	90	6	0	0	153	0	3	0	0	1319	61	0	930	2	21	0	433	0	0	0	0	0	0	0	23	0	330	674	0	0	25	337	27	0	0	0	3	0	220	0	0	0	493	0	0
SB276	2/23/2018	36	7299	0	0	0	0	0	0	49	16	124	5	0	0	0	0	0	8	46	0	0	0	0	0	0	72	16	0	0	12	101	10	0	0	0	29	0	0	0	0	0	218	0	81	0	8	0	3	728	0	0	0	0	21	108	0	0	0	0	0	917	0	0	0	598	47	0	0	34	267	0	0	0	0	7	8	0	0	34	0	27	752	49	0	3	0	0	0	70	0	155	110	0	6	0	5	0	0	0	0	0	2	8	8	4	8	0	0	0	3	289	0	19	54	0	0	23	0	4	0	0	592	13	0	315	0	7	0	240	0	0	0	0	0	0	0	0	0	260	293	0	0	20	82	72	0	0	0	0	0	120	0	0	0	119	0	0
SB277	3/9/2018	18	26826	1	0	0	6331	0	0	72	933	32	40	6	0	18	0	0	6	476	0	5	0	78	8	24	86	379	0	0	5	4	30	0	13	0	94	0	0	0	4	0	288	0	82	47	6	7	0	2227	73	7	169	7	168	350	0	0	222	28	0	321	0	0	0	367	176	0	3	1568	213	7	0	15	0	1	16	0	0	403	0	0	0	5	0	35	0	0	258	351	0	209	0	0	3	0	8	0	3	188	0	3	64	15	36	0	0	3	5	0	0	361	4	111	47	0	0	426	0	150	0	0	1140	171	0	256	0	28	0	109	0	0	0	0	0	0	0	4417	0	149	644	0	0	51	356	15	0	0	0	0	0	425	4	0	0	1360	0	0
SB278	3/9/2018	27	16846	0	4	0	47	10	0	73	10	3	5	0	0	0	0	0	9	258	0	0	3	8	0	0	0	97	0	0	0	2	8	0	0	0	41	0	7	0	0	0	528	0	153	0	0	0	0	2078	0	7	0	0	104	166	0	0	0	0	0	48	0	0	0	723	0	0	0	1353	217	0	0	0	0	0	15	5	0	327	0	0	4	5	0	69	0	0	15	89	0	166	3	0	3	0	0	0	0	10	0	2	11	8	3	9	0	0	0	0	0	541	0	172	0	0	0	487	0	22	0	0	1722	148	0	343	7	13	0	189	0	0	0	0	0	0	0	1109	0	14	189	0	0	23	537	10	0	0	0	0	0	248	0	0	0	4366	0	0
SB279	3/9/2018	32	7839	0	0	0	0	4	0	1	8	5	3	12	0	0	0	0	0	138	0	0	0	15	0	0	34	39	0	0	17	4	18	0	0	0	69	0	2	0	0	0	289	0	88	0	0	0	0	793	0	0	0	0	37	222	0	0	0	0	0	88	0	0	0	556	74	0	0	687	189	0	0	0	0	9	17	0	0	168	0	4	46	4	0	45	0	0	0	80	0	144	21	0	8	3	0	0	0	0	0	0	0	7	13	9	16	0	0	0	0	498	0	90	72	0	0	687	0	0	0	0	1097	126	0	177	0	18	0	232	0	0	0	0	0	0	0	19	0	21	144	0	0	37	111	31	0	0	0	6	0	143	0	0	0	344	0	0
SB280	3/9/2018	36	8880	0	0	0	0	0	0	0	3	3	2	26	0	0	0	0	3	71	4	0	0	22	0	0	101	5	0	0	63	24	42	0	0	0	70	0	0	0	0	0	224	0	75	0	0	0	16	403	0	6	0	0	25	261	0	0	0	0	0	48	0	0	0	402	392	0	0	609	181	0	0	0	0	2	17	0	0	70	0	494	910	0	2	22	0	0	0	155	0	52	60	0	9	0	0	0	0	0	0	0	0	26	38	4	99	0	0	0	0	311	0	40	424	0	0	903	11	0	0	0	458	123	0	254	5	77	0	165	0	0	0	0	0	0	0	26	0	535	243	0	0	58	34	19	0	0	0	2	0	75	0	0	0	76	0	0
SB281	3/15/2018	6	15357	0	0	0	1	8	0	11	12	4	14	0	0	0	0	0	64	125	0	0	0	55	0	0	253	113	0	4	0	0	6	0	362	0	41	0	0	0	0	0	155	0	33	110	0	0	0	4320	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	676	0	0	0	81	163	0	0	0	0	2	0	0	0	58	0	0	2	0	0	10	0	0	2	97	0	934	3	0	23	0	11	0	0	0	0	0	7	17	0	0	0	0	14	0	0	217	0	7	54	12	0	30	0	8	0	0	3488	5	0	82	0	0	0	32	0	0	0	0	0	0	0	0	0	75	109	0	0	4	1058	0	0	0	175	6	0	1447	0	0	0	690	0	0
SB282	3/15/2018	13	23401	5	0	0	250	12	0	70	2929	26	44	24	0	13	0	0	8	1160	0	0	0	27	0	5	121	50	0	0	4	0	26	0	43	0	232	0	0	0	2	0	727	0	155	3	14	0	0	2551	9	9	84	8	201	435	0	0	183	19	0	149	0	0	0	940	49	0	4	1447	549	6	0	8	0	3	14	0	0	767	0	2	0	32	0	166	0	0	125	239	0	970	0	0	17	0	30	0	0	62	0	0	110	28	39	2	0	11	0	0	0	493	6	214	33	0	0	609	0	96	0	0	2064	394	0	146	1	8	0	252	0	0	5	0	0	0	0	350	9	151	494	0	0	90	739	11	0	0	0	5	0	1140	0	0	0	873	0	0
SB283	3/15/2018	18	16773	16	0	0	1792	0	0	41	3080	0	11	10	0	20	0	0	11	222	0	3	2	4	0	6	112	177	0	0	2	0	14	0	0	0	32	0	0	0	30	0	166	3	44	0	6	0	0	1218	11	7	156	9	122	181	0	0	649	28	0	191	0	0	0	174	159	4	0	966	83	2	0	5	0	0	4	6	0	167	0	0	4	26	32	30	0	0	516	168	3	140	0	0	14	0	6	0	0	49	0	2	19	24	30	0	0	9	0	0	2	123	0	51	80	0	0	294	0	120	0	0	457	64	0	95	0	12	0	61	0	0	0	0	0	0	0	2935	0	73	652	0	0	34	136	9	0	0	0	0	0	107	0	0	0	450	0	0
SB284	3/15/2018	27	20789	0	0	0	140	7	0	226	556	5	10	28	0	0	0	0	13	1025	0	0	0	15	0	0	13	103	0	0	0	0	20	0	0	0	22	0	9	0	6	0	983	4	311	0	3	0	0	1790	0	10	14	0	343	179	0	0	0	0	0	225	0	0	0	694	0	0	0	523	263	0	0	0	0	0	18	0	0	1318	0	0	0	4	0	82	0	0	0	96	0	1394	0	0	38	0	10	0	0	12	0	0	78	25	19	2	0	0	0	0	0	348	0	153	9	0	0	1062	0	151	0	0	1928	152	0	90	0	16	0	346	0	0	0	0	0	0	0	2889	0	18	255	0	0	7	704	16	0	0	0	4	0	331	0	0	0	1674	0	0
SB285	3/15/2018	32	6363	0	0	0	1	0	0	267	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	268	0	0	0	0	0	116	0	0	0	0	0	0	354	0	0	0	0	0	148	0	0	0	0	0	94	0	0	0	189	360	0	0	134	169	0	0	0	0	50	0	0	0	207	0	0	33	0	0	83	0	0	0	36	0	613	0	0	0	0	0	0	0	0	0	0	0	78	0	39	3	0	0	0	0	50	0	0	0	0	0	1196	0	0	0	0	292	568	0	120	0	0	0	19	0	0	0	0	0	0	0	0	0	7	55	0	0	71	129	0	0	0	0	0	388	0	0	0	0	0	0	0
SB286	3/15/2018	36	5152	0	0	0	0	0	0	32	7	102	5	19	0	0	0	0	0	29	31	0	0	4	0	0	33	13	0	2	8	4	0	0	0	0	76	0	0	0	0	0	60	3	17	0	2	0	18	289	0	0	0	0	6	194	0	0	0	0	0	608	0	2	0	139	199	0	0	344	114	0	0	0	0	2	19	0	0	89	0	315	521	0	0	30	0	0	0	78	0	25	86	0	23	0	0	0	0	0	0	0	0	5	0	0	39	0	0	0	0	95	0	11	64	0	0	590	14	0	0	0	55	23	0	19	0	10	0	31	0	0	0	0	0	0	0	0	0	455	27	0	0	37	53	9	0	0	0	7	0	43	0	0	0	17	0	0
SB287	3/15/2018	657	13005	0	0	1	6	0	0	0	2	0	0	0	0	0	0	0	3	4	0	1010	0	22	0	0	0	373	5	8	18	58	0	0	0	0	89	8	0	2	0	16	15	3467	0	119	0	0	0	935	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	743	0	0	0	16	37	0	0	0	16	0	0	0	115	2	181	0	0	17	0	0	161	0	0	366	0	423	0	9	115	0	0	3	594	0	206	0	0	0	0	0	0	0	0	0	0	2	0	697	18	46	0	64	15	0	11	69	255	5	0	76	0	0	19	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	5	0	1229	0	4	0	0	1255	0	0	0	10	0	0
SB349	3/15/2018	18_rep	15287	32	0	0	1525	0	0	21	2984	8	6	8	0	10	0	0	12	195	0	0	2	10	4	5	109	174	0	0	0	0	24	0	0	0	34	0	0	0	39	0	111	0	47	0	4	0	0	1009	8	0	159	6	90	181	0	0	609	22	0	201	0	0	0	177	162	0	0	747	59	3	0	11	0	3	3	10	0	156	0	0	0	5	57	19	0	0	422	198	0	162	0	0	8	0	8	0	2	43	0	2	13	10	43	0	0	3	0	0	0	158	2	61	95	0	0	275	8	112	0	0	330	77	0	73	3	4	0	23	0	0	0	0	0	0	0	2694	3	57	641	0	0	35	85	4	0	0	0	0	0	141	5	0	0	426	0	0
SB288	3/26/2018	18	18347	2	0	0	65	14	0	60	144	11	73	11	0	2	0	0	14	470	0	0	0	18	13	16	252	25	0	3	18	0	2	0	4	0	126	0	0	0	29	0	386	0	97	175	5	0	0	2546	4	2	2	4	83	298	0	0	86	20	0	696	0	0	0	346	213	14	0	467	292	12	0	0	0	1	5	24	0	301	0	4	2	8	366	34	0	0	449	149	0	572	0	0	8	0	32	0	0	98	0	3	13	22	12	1	2	2	5	0	0	708	9	217	80	0	0	369	0	14	0	0	3822	340	2	305	0	9	0	93	0	0	4	0	0	0	0	201	0	24	925	0	0	59	219	10	0	0	0	0	0	400	0	0	0	1304	0	0
SB289	3/26/2018	27	30699	0	0	0	18	142	4	241	78	13	52	8	0	0	0	0	13	1206	0	0	0	23	0	7	239	60	0	0	5	6	23	0	1	0	142	0	8	0	84	8	1416	0	346	4	7	0	0	5779	0	38	26	0	147	645	0	0	131	24	0	107	0	0	0	1132	0	3	0	1490	498	0	0	0	0	0	21	7	0	1103	0	6	13	10	0	43	0	0	95	317	0	734	0	0	7	0	75	0	0	55	0	6	136	57	18	0	0	3	0	0	0	1443	5	350	58	0	0	669	0	85	0	0	4657	640	0	573	3	0	0	249	0	0	0	0	0	0	0	694	0	71	1215	0	0	9	370	0	0	0	0	3	0	931	0	0	0	1794	0	0
SB290	3/26/2018	32	22480	0	0	0	0	14	0	59	63	36	50	6	0	0	0	0	21	1017	0	0	0	54	0	0	105	17	0	0	18	23	33	0	0	0	426	0	6	0	0	0	686	2	161	0	10	0	0	1092	0	4	0	0	69	572	0	0	0	0	0	16	0	0	0	1133	61	0	0	2817	579	0	0	0	0	11	79	0	0	1871	0	0	38	10	0	100	0	0	0	228	0	885	24	0	30	0	39	0	0	0	0	0	0	124	12	0	39	0	0	0	0	1103	0	98	124	0	0	3052	0	7	0	0	1853	957	0	593	3	25	0	483	2	0	0	0	0	0	0	2	0	40	458	0	0	112	24	0	0	0	0	5	0	540	0	0	0	359	0	0
SB291	3/26/2018	36	18336	0	0	0	0	0	0	48	165	148	36	13	0	0	0	0	5	842	2	0	0	45	0	0	117	27	0	0	14	21	24	0	0	0	338	0	0	0	2	0	311	2	85	42	13	0	0	726	0	3	0	0	0	476	0	0	0	0	0	138	0	0	0	839	179	0	0	3386	426	0	0	0	0	15	41	0	0	1419	0	29	212	58	0	66	0	0	0	181	0	581	131	0	37	4	45	0	0	0	0	0	0	83	6	3	45	0	0	0	0	764	0	27	64	0	0	2799	0	0	0	0	740	708	0	190	0	23	0	296	0	0	0	0	0	0	0	0	0	304	528	0	0	86	2	2	0	0	0	4	0	352	0	0	0	18	0	0
SB292	4/9/2018	18	19439	0	0	0	0	16	0	39	15	81	76	34	0	0	0	0	3	382	4	0	0	41	3	8	133	63	0	5	7	14	15	0	56	0	162	0	0	0	68	0	658	0	120	387	2	0	0	4361	4	10	21	2	16	383	0	0	31	20	0	152	0	0	0	400	176	14	3	180	623	0	0	0	0	4	6	4	0	391	0	27	0	3	91	16	0	0	69	182	0	663	0	0	23	0	33	0	2	30	0	0	102	38	1	16	0	4	4	0	0	869	2	555	17	0	0	829	0	2	0	0	1994	225	20	8	21	6	0	190	0	0	3	0	0	0	0	0	0	124	353	0	0	39	644	0	0	0	0	7	116	2116	3	0	0	799	0	0
