BG_ID	Date	Station	Total Phyto Reads	Actinocyclus	Actinoptychus	Adriamonas	Alexandrium	Amoebophrya_sp_Dinophysis	Amoebophrya_sp_Gymnodinium	Amoebophrya_sp_Karlodinium	Amoebophrya_sp_Prorocentrum	Amoebophrya_sp_Scrippsiella	Apedinella	Aplanochytrium	Archaeplastida	Asteromphalus	Aulacoseira	Aureococcus	Bacillariophyceae	Bathycoccus	Bicosoeca	Bicosoecida	Biddulphia	Bolidomonas	Brockmanniella	Cerataulina	Chaetoceros	Charophyta	Chlamydomonadales	Chlamydomonas	Chlorophyceae	Chlorophyta	Chloroplastida	Chromulinales	Chroomonas	Chrysocampanula	Chrysochromulina	Chrysophyceae	Coccolithales	Cocconeis	Coscinodiscus	Crustomastix	Cryptomonadales	Cryptomonas	Cryptophyceae	Cyclotella	Cylindrotheca	Cymbomonas	Desmodesmus	Dinoflagellata	Dinophysis	Ditylum	Duboscquella	Eucampia	Euduboscquella	eukaryote_marine_clone	Eunotogramma	Gonyaulacales	Gonyaulax	Guinardia	Gymnodinium_clade	Gyrodinium	Hafniomonas	Helicotheca	Hemiarma	Hemiselmis	Heterocapsa	Heterosigma	Isochrysidales	Karlodinium	Katablepharis	Lauderia	Lepidodinium	Leptocylindrus	Mallomonas	Mamiella	Mantoniella	Mediophyceae	Melosira	Micromonas	Monomastix	Mychonastes	Nannochloropsis	Navicula	Neoceratium	Nephroselmis	Nerada	Nitzschia	Noctiluca	Ochrophyta	Odontella	Ostreococcus	Oxyrrhis	Paramonas	Paraphysomonas	Pavlova	Pedinellales	Pedinomonas	Peridiniopsis	Phaeocystis	Plagioselmis	Pleurosigma	Protoperidinium	Prymnesiales	Prymnesiophyceae	Prymnesium	Pseudoisochrysis	Pseudonitzschia	Pseudopedinella	Pteridomonas	Pterosperma	Pyramimonas	Rhizosolenia	Rhodomonas	Skeletonema	Spermatozopsis	Spumella	Stramenopiles	Suessiaceae	Syndiniales	Synedra	Synura	Teleaulax	Telonema	Tetraselmis	Thalassiosira	Thoracosphaeraceae	Thraustochytriaceae	Thraustochytrium	Trebouxiophyceae	Triparma	Ulnaria	Ulvophyceae	Vorticellides	Zygnematophyceae	Stoeckeria	Peridiniales	Akashiwo	eukaryote_clone	Picochlorum	Minidiscus	Fragilariopsis	Scrippsiella	Prorocentrum	Amoebophyra	Amoebophyra_sp_Cochlodinium	Stephanodiscus	Thraustochytriidae	Entomoneis	Pedinophyceae	Symbodinium	Geminigera	prasinophyte	Paragymnodinium	Pediastrum	Gymnodinium	Discostella	Amoebophrya
SB16	5/19/2015	32	3416	0	11	0	0	0	0	0	0	0	2	0	0	0	0	8	103	41	5	0	0	4	0	0	0	0	0	0	0	16	0	0	0	0	8	0	0	0	0	0	52	0	21	0	0	0	0	18	0	0	0	0	0	29	28	0	0	0	0	3	0	0	7	121	0	0	0	73	102	0	0	0	0	0	0	0	0	18	0	0	4	55	0	7	0	62	0	65	0	32	0	0	0	0	20	0	0	0	0	0	0	2	0	3	0	0	0	0	0	157	0	35	165	0	0	76	0	10	0	0	168	2	0	173	0	4	0	67	0	0	0	0	0	0	0	0	0	31	1557	0	0	4	7	3	0	20	0	0	3	11	0	0	0	3	0	0
SB17	5/19/2015	34	2252	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	62	23	4	0	0	0	0	0	9	0	0	0	0	8	6	0	0	0	6	0	0	0	0	0	14	0	8	0	0	0	0	5	0	0	0	0	7	13	31	0	0	0	0	0	0	0	3	117	0	0	0	22	36	0	0	0	0	0	0	0	0	25	0	0	0	141	0	0	0	88	0	54	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	20	80	0	0	48	0	0	0	0	71	0	0	108	0	9	0	40	0	0	0	0	0	0	0	0	0	11	1102	0	0	9	0	0	0	4	0	0	1	12	0	0	0	3	0	0
SB18	5/19/2015	657	12674	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0	310	0	0	154	0	45	0	0	2	654	0	361	14	789	0	0	0	0	4	0	0	12	0	7	0	776	2	823	0	0	0	74	0	0	0	0	0	330	0	0	0	0	0	0	15	0	0	1185	1	0	0	0	7	0	0	0	0	0	0	810	7	0	75	98	4	17	0	0	78	0	0	650	0	353	0	0	133	0	0	55	349	0	303	0	0	0	0	0	0	0	0	0	0	0	0	548	71	36	0	19	0	0	0	0	127	0	0	845	0	2	27	15	0	0	0	0	0	0	0	0	0	76	3	0	0	0	2	0	748	0	9	0	0	866	0	0	37	3	220	0
SB19	5/27/2015	18	37693	10	15	0	692	0	29	66	59	64	106	63	0	0	0	0	119	1196	0	0	0	27	0	16	157	49	0	0	0	126	28	0	4	1	193	0	13	0	101	0	978	0	253	0	29	0	0	5490	6	19	14	3	90	563	7	0	214	26	0	1335	0	0	0	1461	126	5	0	1262	493	6	0	21	0	41	0	688	0	633	0	0	0	90	0	80	0	6	371	403	5	298	0	0	18	0	78	0	0	34	0	30	77	23	12	0	0	2	2	0	6	1778	4	186	678	0	0	1466	0	2	0	0	3169	273	25	1929	0	26	0	309	10	0	12	0	0	0	0	0	0	114	5189	0	0	57	671	49	0	14	0	13	0	635	0	0	0	2652	0	0
SB20	5/27/2015	22	5740	0	22	0	17	0	0	7	17	10	4	14	0	0	0	0	61	162	0	5	0	6	0	0	9	10	0	0	0	32	4	0	0	0	9	0	0	0	9	0	102	0	27	0	3	0	0	574	0	12	4	0	0	116	2	0	36	0	0	160	0	0	0	183	22	0	0	304	98	0	0	0	0	3	0	91	0	59	0	0	0	8	0	6	0	0	27	56	0	50	0	0	0	0	15	0	0	0	0	0	4	6	4	7	0	0	0	0	0	238	0	80	212	0	0	262	0	7	0	0	354	63	0	393	0	2	0	36	2	0	0	0	0	0	0	0	0	68	1194	0	0	11	91	15	0	0	0	6	0	90	0	0	0	239	0	0
SB21	5/27/2015	27	34584	0	297	0	0	0	0	37	0	0	33	28	0	0	0	101	391	1592	0	4	0	73	0	0	5	95	0	0	0	638	13	0	0	0	418	0	0	0	0	0	694	0	242	0	7	0	0	1717	0	23	2	0	28	864	110	0	0	0	0	236	0	0	13	1985	0	0	0	2161	1370	0	0	0	0	0	0	16	0	703	0	0	0	12	0	113	0	44	0	399	0	364	0	0	5	0	26	0	0	2	0	0	2	52	0	93	0	0	0	7	0	4288	0	1036	974	0	0	1196	0	83	0	0	2335	248	14	1420	0	33	0	600	15	0	0	0	0	0	0	0	4	101	5445	0	0	321	84	686	0	23	0	13	0	280	0	0	0	370	0	0
SB22	5/27/2015	32	18177	0	53	0	0	0	0	0	0	0	40	3	0	0	0	21	326	624	0	0	0	48	0	0	5	98	0	0	0	230	9	0	0	0	87	0	0	0	0	0	376	0	109	0	5	0	0	318	0	0	2	0	0	298	142	0	0	0	0	3	0	0	17	1091	0	0	0	458	551	0	0	0	0	0	0	2	0	244	0	0	2	8	0	47	0	45	0	126	0	131	0	0	6	0	7	0	0	0	0	0	0	6	0	15	0	0	0	5	0	2304	0	501	736	0	0	552	0	25	0	0	2060	33	0	719	10	10	0	337	8	0	0	0	0	0	0	0	0	153	4836	0	0	81	0	114	0	30	0	7	0	87	0	0	0	16	0	0
SB23	5/27/2015	34	10006	0	36	0	0	0	0	0	0	0	8	11	0	0	0	7	241	281	4	8	0	20	0	0	15	11	0	0	0	60	18	0	0	0	46	0	2	0	0	0	211	0	73	0	6	0	0	91	0	0	0	0	23	155	107	0	0	0	0	0	0	0	4	552	0	0	0	129	204	0	0	0	0	0	0	0	0	123	0	0	26	39	0	41	0	51	0	129	0	99	0	0	8	3	6	0	0	0	0	0	0	4	0	4	0	0	0	5	0	480	0	239	350	0	0	462	0	18	0	0	535	17	0	542	0	17	4	277	0	0	0	0	0	0	0	0	0	208	3809	0	0	76	0	11	0	32	0	6	0	59	0	0	0	3	0	0
SB24	7/21/2015	6	634	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	18	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	2	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	30	0	0	466	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	4	0	0	0	0	0	15	10	0	0	0	6	0	0
SB25	7/21/2015	13	6207	0	0	0	1	0	0	16	2	8	7	0	0	0	0	0	8	231	0	0	0	0	0	5	9	64	0	0	0	86	4	0	6	0	55	0	0	0	0	0	205	0	17	10	6	0	0	671	2	6	2	0	6	69	0	0	12	0	0	310	0	0	0	454	2	4	0	73	176	0	0	0	0	11	0	52	0	208	0	0	0	0	2	11	0	0	2	162	0	211	0	0	0	0	1	0	0	24	0	0	20	9	0	10	0	0	0	0	0	321	2	133	198	0	0	152	0	29	0	0	901	9	0	225	0	0	0	43	14	0	0	0	0	0	0	0	0	10	362	0	0	0	43	29	0	2	0	16	0	378	0	0	0	90	0	0
SB26	7/21/2015	657	15028	0	0	6	0	0	0	0	0	0	0	0	91	0	0	0	77	2	0	40	0	13	0	0	43	1035	3	254	12	411	0	0	17	0	2	0	0	0	0	3	13	213	0	353	0	0	0	181	0	0	0	0	0	159	0	0	0	0	0	0	15	0	0	1008	0	0	0	0	60	0	0	0	0	5	0	361	0	0	23	21	0	5	0	0	17	0	0	423	0	141	0	0	7	0	0	69	75	0	226	0	0	0	0	0	0	0	0	0	0	4	0	839	470	43	0	15	0	0	0	0	254	0	16	5107	5	4	0	12	0	0	0	0	0	0	0	0	0	10	0	0	0	0	9	0	554	0	19	0	124	2158	0	0	0	1	0	0
SB204	7/23/2015	18_rep	12343	5	0	0	0	0	0	19	68	28	14	11	0	13	0	0	96	215	0	4	4	4	0	138	58	56	0	0	0	82	0	0	0	0	64	0	5	0	9	0	367	0	45	0	17	1	0	1597	13	19	1	20	169	218	0	0	0	2	0	1282	0	0	0	401	5	17	13	54	340	36	0	0	0	0	0	37	0	152	0	0	0	2	136	14	0	0	30	215	2	130	0	0	6	0	4	0	0	704	0	5	32	85	18	7	0	5	0	0	3	519	0	130	560	0	0	244	0	3	0	0	838	30	0	102	0	2	0	45	5	0	5	0	0	0	0	0	8	37	1681	0	0	52	185	5	0	0	0	12	0	383	0	0	0	400	0	0
SB27	7/23/2015	18	15418	11	0	0	0	0	0	45	74	24	13	15	0	0	0	0	174	236	0	0	2	4	0	138	112	57	0	0	0	108	4	0	4	0	88	0	3	0	22	0	436	0	43	0	3	0	0	2004	11	40	0	55	142	289	0	0	4	0	0	1556	0	0	0	494	43	16	15	69	432	36	0	4	0	5	0	47	0	216	0	0	0	4	100	25	0	0	32	284	21	166	0	0	0	0	0	0	0	838	0	0	11	40	29	2	0	12	0	0	0	768	0	219	833	0	0	328	0	4	0	0	980	49	3	293	2	12	0	49	0	0	11	0	0	0	0	0	0	47	1962	0	0	28	292	7	0	0	0	7	0	395	0	0	0	471	0	0
SB28	7/23/2015	22	1564	0	0	0	0	0	0	2	0	3	6	0	0	0	0	0	6	24	0	0	2	0	0	14	0	0	0	0	0	7	2	0	0	0	10	0	2	0	2	0	35	0	4	0	2	0	0	185	4	8	2	0	12	36	0	0	5	0	0	153	0	0	0	35	0	4	0	23	51	5	0	0	0	2	0	0	0	31	0	0	0	0	6	7	0	0	4	25	2	12	0	0	2	0	0	0	0	36	0	0	4	7	0	0	0	0	0	0	0	48	0	49	102	0	0	24	0	0	0	0	108	0	0	13	0	0	0	9	0	0	0	0	0	0	0	0	0	5	312	0	12	9	22	0	0	0	0	0	0	35	0	0	0	34	0	0
SB29	7/23/2015	27	14444	0	10	0	0	0	0	101	0	0	14	4	0	0	0	0	47	312	0	0	0	20	0	0	0	5	0	0	0	81	3	0	3	0	180	0	5	0	0	0	238	0	24	0	4	0	0	659	0	13	0	0	79	427	17	0	0	0	0	525	0	5	0	644	0	0	0	684	205	0	0	0	0	3	0	0	0	481	0	0	0	0	0	55	0	18	0	257	0	232	0	0	22	0	9	0	0	0	0	0	103	49	0	21	0	0	0	0	0	565	0	544	383	0	0	273	0	96	0	0	1228	7	0	128	0	8	0	283	15	0	0	0	0	0	0	0	0	77	3916	0	721	41	232	37	0	15	0	0	0	185	0	0	0	131	0	0
SB30	7/23/2015	32	50440	0	9	0	0	0	0	36	0	0	120	13	0	0	0	0	148	1438	39	13	0	43	0	0	15	54	0	0	0	705	134	0	3	0	505	0	17	0	0	12	1339	0	228	0	0	0	0	1396	0	0	0	0	1232	1091	39	0	0	0	0	138	0	0	16	1908	0	0	0	254	980	0	0	0	0	0	0	0	0	1092	0	0	0	15	0	209	0	50	0	582	0	4225	0	0	561	0	75	0	0	0	0	0	84	53	0	82	0	0	0	26	0	1112	0	1492	547	0	0	2550	0	192	0	0	6342	64	5	917	0	28	0	1852	2	0	2	0	0	0	0	0	0	821	13256	0	1066	79	159	56	0	61	0	34	0	717	0	0	0	107	0	0
SB31	7/23/2015	36	4035	0	6	0	0	0	0	4	0	0	3	0	0	0	0	0	22	105	3	0	0	8	0	0	28	13	0	0	0	48	19	0	2	0	21	0	0	0	0	5	110	0	23	0	0	0	0	162	0	0	0	0	5	18	6	0	0	0	0	12	0	0	4	460	0	0	0	5	103	0	0	0	0	0	0	0	0	39	0	0	0	21	0	0	0	49	0	67	0	243	0	0	38	0	7	0	0	0	0	0	20	0	0	13	0	0	0	0	0	49	0	27	14	0	0	201	0	6	0	0	627	0	0	220	0	0	0	171	0	0	0	0	0	0	0	0	0	125	571	0	196	13	20	0	0	0	0	0	3	56	0	0	0	44	0	0
SB32	8/21/2015	21	1718	2	0	0	3	0	0	0	24	0	5	0	0	0	0	0	5	59	0	0	0	0	0	0	4	0	0	0	0	3	8	0	0	0	15	0	3	0	0	0	46	0	3	3	0	0	0	309	0	0	0	0	5	17	0	0	0	0	0	73	0	0	0	66	10	0	0	14	59	0	0	0	0	0	0	2	0	67	0	0	0	0	16	7	0	0	26	6	0	23	0	0	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	63	0	43	43	0	0	44	0	4	0	0	117	3	3	3	8	2	0	12	0	0	0	0	0	0	0	0	0	12	320	0	1	0	20	0	0	0	0	0	0	89	0	0	0	37	0	0
SB33	8/21/2015	27	43396	3	0	0	0	0	0	62	0	0	29	0	0	0	0	3	129	941	0	19	0	50	0	0	2	23	0	0	0	229	109	0	1	0	251	0	5	0	19	5	699	0	138	0	5	0	0	3390	0	8	0	0	71	580	8	0	0	0	0	2158	0	0	0	1712	25	0	0	1567	826	0	0	0	0	57	0	300	0	1068	0	0	12	2	0	158	0	0	0	284	0	402	0	0	12	0	2	0	0	0	0	0	5	10	0	0	0	0	0	0	0	1654	0	946	1383	0	0	1045	0	217	0	0	5978	49	235	28	1	32	0	175	30	0	0	0	0	0	0	0	0	425	6748	0	1695	0	5312	10	0	16	0	3	0	977	0	0	0	1058	0	0
SB34	8/21/2015	36	34371	0	0	0	0	0	0	29	25	0	5	23	0	0	0	0	76	1878	2	8	0	10	0	0	368	123	0	0	0	901	46	0	0	0	77	0	5	0	0	12	620	0	159	70	2	0	0	1671	0	0	35	0	467	198	4	0	0	0	0	34	0	0	0	3378	0	0	0	41	534	0	0	0	0	2	0	58	0	412	0	0	5	11	0	26	0	29	0	392	0	6159	24	0	175	0	21	0	0	0	0	0	2	1	0	15	0	0	0	0	0	207	0	314	222	0	0	1797	0	56	0	0	4621	14	255	173	12	23	0	737	0	0	0	0	0	0	0	0	0	3874	2370	0	174	116	977	0	0	0	0	3	81	129	0	0	0	83	0	0
SB35	8/26/2015	6	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	2	0	0	2	0	0	0	0	0	0	0	8	0	0	37	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	23	0	0	0	0	8	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	5	0	0	0	0	49	0	0	85	0	0	0	3	0	0	0	0	0	0	0	0	0	2	5	0	2	0	7	0	0	0	0	2	7	22	0	0	0	0	0	0
SB36	8/26/2015	13	7782	0	0	0	5	0	0	17	27	0	20	0	0	0	0	0	7	246	0	6	0	13	0	0	16	60	0	0	0	23	0	0	1	0	81	0	0	0	0	0	190	0	23	23	0	0	0	731	0	0	0	0	0	71	0	0	0	0	4	72	0	0	0	507	0	3	0	38	200	0	0	0	0	8	0	0	0	666	0	0	0	0	0	3	0	0	0	26	0	1033	0	0	36	0	0	0	0	0	0	0	2	8	0	15	0	0	0	0	0	338	0	60	29	0	0	206	0	15	0	0	1117	21	5	95	0	0	0	46	0	0	0	0	0	0	0	0	0	15	454	0	31	0	555	19	0	0	0	4	9	506	0	0	0	76	0	0
SB37	8/26/2015	18	1471	0	0	0	33	0	0	4	35	0	6	0	0	0	0	0	0	61	0	2	0	0	0	0	8	15	0	0	0	4	0	0	0	0	11	0	0	0	0	0	21	0	2	0	0	0	0	156	0	0	0	0	2	29	0	0	0	0	0	68	0	0	0	40	1	0	0	11	89	0	0	0	0	8	0	0	0	128	0	0	0	0	29	10	0	0	0	7	0	117	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	73	0	33	13	0	0	19	0	7	0	0	94	3	2	19	0	0	0	24	0	0	0	0	0	0	0	0	0	7	142	0	0	0	45	0	0	0	0	0	1	67	0	0	0	20	0	0
SB38	8/26/2015	657	13377	0	0	7	44	0	0	0	2	0	0	0	1086	0	0	0	40	7	0	208	0	13	0	0	0	3940	25	520	7	709	0	0	2	0	0	0	0	4	0	9	2	165	0	611	0	0	0	29	0	0	0	0	0	153	0	0	0	0	0	4	3	0	0	783	0	0	0	3	0	0	2	0	0	2	0	172	0	3	5	74	0	4	0	0	51	0	0	577	0	113	0	0	20	0	0	240	24	0	207	0	2	0	0	0	0	0	0	0	0	3	0	541	189	657	0	8	0	0	0	0	92	0	75	529	0	0	0	15	0	0	0	0	0	0	0	0	0	19	3	0	0	0	3	0	103	0	2	0	9	1248	0	0	0	0	9	0
SB39	11/5/2015	18	8220	0	0	0	422	0	5	14	4	0	6	12	0	0	0	7	11	161	0	0	0	3	0	4	24	25	0	0	0	189	2	0	0	0	102	0	0	0	26	0	134	0	6	0	2	0	0	1363	0	3	0	0	87	445	0	0	0	18	99	558	0	0	0	41	50	0	0	138	194	0	0	0	0	6	0	495	0	186	0	0	0	0	0	0	0	0	503	43	5	128	0	0	0	0	0	0	0	7	0	0	0	16	2	4	0	0	0	0	0	261	0	34	50	0	0	181	0	0	0	0	897	29	0	567	0	5	0	96	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486
SB40	11/5/2015	22	14691	0	0	0	353	0	0	200	8	0	18	0	0	0	0	72	55	622	0	26	0	18	0	0	119	61	0	0	0	634	17	0	0	0	184	0	71	0	43	11	317	0	19	0	50	0	0	1281	0	4	0	0	109	622	0	0	0	0	135	636	0	0	0	66	91	16	0	384	294	0	0	0	0	0	0	1769	0	431	0	0	0	0	38	0	0	0	119	49	5	90	0	0	0	0	0	0	0	0	0	0	0	78	149	38	0	0	0	0	0	694	0	210	69	0	0	308	0	0	0	0	1773	171	0	1725	0	0	0	182	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249
SB41	11/5/2015	27	21305	0	0	0	3418	0	0	0	265	0	4	0	0	0	0	95	70	986	0	3	0	30	0	0	0	24	0	0	0	441	0	0	0	0	521	0	0	0	0	0	910	0	185	0	0	0	0	1943	0	0	0	0	0	220	0	0	0	0	228	274	0	0	0	662	0	0	0	2046	943	0	0	0	0	0	0	1583	0	341	0	0	0	0	0	0	0	0	0	47	0	61	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1767	0	154	4	0	0	41	0	24	0	0	2791	514	0	556	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108
SB42	11/5/2015	32	13130	0	18	0	5	0	0	3	98	0	17	0	0	0	0	114	82	1106	5	16	0	48	0	0	0	53	0	0	2	635	6	0	0	0	209	0	0	0	0	5	1047	0	2	0	0	0	0	443	0	2	22	0	36	529	0	0	15	0	83	84	0	0	3	214	0	0	0	607	339	0	0	0	0	0	0	2234	0	423	0	0	0	0	0	0	0	0	0	154	3	506	0	0	8	0	30	0	0	0	0	0	0	2	0	6	0	0	0	5	0	1209	0	329	46	0	0	231	7	85	0	0	743	134	0	462	0	121	0	465	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69
SB43	11/5/2015	36	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	7	0	14	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	32	0	5	0	9	8	0	0	0	0	7	0	6	0	9	0	0	0	0	0	5	0	0	0	6	0	30	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	18	0	0	0	0	25	0	0	10	0	0	0	12	0	0	0	0	0	0	0	0	0	9	42	0	0	0	0	0	0	0	0	0	2	10	0	0	0	3	0	0
SB211	12/16/2015	6	12322	0	0	0	0	2	0	0	0	0	7	2	0	0	0	0	75	54	5	0	0	67	0	0	17	147	0	13	0	33	3	0	16	0	81	0	0	0	0	2	777	3	82	96	0	0	0	663	0	0	0	0	0	172	0	0	0	0	0	11	0	0	0	843	10	0	0	10	360	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	335	0	2050	27	0	158	0	7	0	0	0	0	0	0	0	0	0	0	2	6	0	0	16	0	7	3	3	0	49	0	0	0	0	114	26	0	273	1	0	0	8	0	0	0	0	0	0	0	0	0	54	161	0	0	0	1109	0	0	0	4	7	0	3417	0	0	0	841	0	0
SB212	12/16/2015	13	13598	0	7	0	0	0	0	5	0	0	26	0	0	6	0	130	15	219	0	0	9	20	0	0	74	100	0	0	0	11	13	0	3	0	38	0	0	0	0	0	409	0	63	0	0	0	0	2201	0	0	30	0	213	201	0	0	0	0	0	62	0	0	0	941	0	3	0	444	420	0	0	0	0	0	0	0	0	242	0	0	0	2	0	13	0	0	15	183	5	336	0	0	14	0	7	0	0	0	0	0	0	20	0	0	0	103	6	0	0	259	0	101	207	0	0	125	0	0	0	0	2178	439	0	1176	16	2	0	3	2	0	0	0	0	0	0	0	0	45	994	0	0	0	140	0	0	0	0	0	0	211	0	0	0	1091	0	0
SB213	12/16/2015	18	17441	5	11	0	0	0	10	68	42	7	44	9	0	0	0	151	26	581	8	0	0	47	0	16	376	412	0	0	0	0	33	0	0	0	85	0	0	0	0	3	490	0	64	0	14	0	0	2197	1	9	33	0	118	399	3	0	12	0	8	531	0	0	0	424	23	26	83	619	330	0	0	5	0	0	2	25	0	388	0	0	0	101	0	79	0	4	102	249	35	228	7	0	13	0	3	0	0	44	0	0	20	0	17	1	0	12	2	0	0	808	0	244	598	0	0	609	0	7	0	0	1120	243	0	1205	3	0	0	7	3	0	20	0	0	0	0	10	4	64	2697	3	0	14	89	35	0	0	0	6	0	214	0	0	0	783	0	0
SB214	12/16/2015	22	15445	4	16	0	4	5	5	52	34	0	27	13	0	0	0	152	35	633	0	12	0	43	0	0	119	86	0	0	0	17	15	0	0	0	48	0	0	0	0	3	418	0	88	0	17	0	0	1663	0	10	45	0	148	553	0	47	0	0	0	508	0	0	0	540	20	5	23	835	287	0	0	0	0	0	9	3	0	466	0	0	0	30	0	24	0	0	26	247	0	366	0	0	24	0	11	0	0	6	0	0	0	12	0	0	0	15	0	0	0	739	0	418	757	0	0	610	0	6	0	0	1019	265	0	701	0	12	0	7	4	0	0	0	0	0	0	0	4	77	2299	0	0	35	71	36	0	0	0	0	0	214	0	0	0	402	0	0
SB215	12/16/2015	27	21251	0	5	0	471	0	0	20	38	0	56	0	0	0	0	230	92	659	0	17	0	23	0	0	4	33	0	0	0	48	28	0	0	0	31	0	0	0	0	0	459	0	133	0	0	0	0	1160	0	33	156	0	5	491	6	0	0	0	0	132	0	0	0	1030	52	0	0	1242	165	0	0	0	0	0	0	0	0	466	0	0	0	0	0	18	0	0	0	245	0	515	18	0	41	0	4	0	0	0	0	0	0	0	0	0	0	3519	0	0	0	630	0	600	622	0	0	1125	0	0	0	0	1083	339	0	539	11	40	0	65	0	0	0	0	0	0	0	0	0	338	3811	0	0	18	52	21	0	0	0	0	0	27	0	0	0	285	0	0
SB216	12/16/2015	32	14599	0	56	0	0	0	0	2	86	31	70	0	0	0	0	171	69	700	0	9	0	48	0	0	70	104	0	0	0	60	17	0	0	0	62	0	0	0	0	0	351	0	135	0	0	0	0	1390	0	8	48	0	268	339	18	0	10	0	0	70	0	0	0	1052	389	0	0	420	157	0	0	0	0	0	0	0	0	484	0	0	8	30	0	8	0	2	0	216	0	556	19	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	474	0	741	183	0	0	532	0	0	0	0	568	76	0	253	0	0	0	23	0	0	0	0	0	0	0	0	0	96	3368	0	0	56	334	47	0	0	0	39	0	65	0	0	0	198	0	0
SB217	12/16/2015	36	13234	0	22	0	0	0	0	0	209	216	37	4	0	0	2	132	48	564	2	4	2	27	0	0	146	51	0	0	4	71	22	0	0	0	33	0	7	0	0	0	436	0	72	0	0	0	0	1715	0	5	51	0	152	326	22	0	7	0	0	153	0	0	0	1090	263	0	0	290	224	0	0	0	0	0	0	0	0	336	0	0	29	27	0	18	0	0	0	204	0	552	134	0	22	0	0	0	0	0	0	0	0	8	0	4	0	0	3	0	0	386	0	438	167	0	0	352	0	0	0	0	483	19	0	184	0	14	0	51	0	0	0	0	0	0	0	0	0	144	2490	0	0	97	505	13	0	0	0	7	0	114	0	0	0	24	0	0
SB218	12/16/2015	657	10700	0	0	1	0	0	0	0	0	0	0	0	0	0	510	0	12	2	0	661	0	26	0	0	0	1545	0	180	66	13	0	0	4	0	14	7	0	5	0	19	6	1361	0	44	0	0	0	281	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	639	0	0	0	3	7	0	0	0	10	0	0	24	3	2	150	2	0	10	0	0	90	0	2	279	0	1304	0	14	50	0	0	14	112	0	121	0	0	0	0	0	0	3	0	0	0	2	0	438	82	21	0	23	0	0	1	73	252	0	0	33	0	0	4	0	0	3	0	0	0	0	0	0	0	13	6	0	0	0	0	0	678	0	83	0	0	1324	0	0	0	2	0	0
SB219	1/21/2016	6	6536	0	0	0	0	0	0	0	0	0	24	0	0	0	7	0	54	60	0	4	0	159	0	0	13	921	0	34	6	21	2	0	30	0	62	0	0	0	0	0	143	17	15	11	0	0	0	476	0	2	0	0	3	81	0	0	0	0	0	0	0	0	0	802	0	0	0	10	130	0	0	0	0	0	0	1	0	6	14	3	3	2	0	0	2	0	0	223	0	844	0	7	43	0	0	0	5	0	4	0	0	0	0	0	60	2	41	0	0	13	0	21	1	14	2	46	0	0	0	2	141	2	0	14	0	0	0	5	0	0	0	0	0	0	0	0	0	33	52	0	0	0	436	0	61	0	180	2	0	1127	0	0	0	37	0	0
